,Part_length,Carriageway width in m.,Year of construction /upgradation,Study Stretch Chainage,Avg Rain fall,Age of Pavement during Evalution Years ,MDD,OMC,LL,PL,PI,CBR,SCI,SN,MSN,CVPD,Actual PCI,evalution_year,evalution_month,evalution_quarter
1223,0.6049748063087463,3.724680185317993,2019.2601318359375,0.3191607594490051,687.8408203125,4.459221839904785,1.7770920991897583,10.27979850769043,40.64417266845703,28.202716827392578,13.95663833618164,5.005548477172852,0.18948526680469513,2.899224042892456,6.2225518226623535,73.2683334350586,72.5971450805664,2023.5137939453125,8.022013664245605,3.0473086833953857
1224,0.5433611869812012,3.784316062927246,2019.0731201171875,0.29216092824935913,805.5722045898438,5.419917583465576,1.9896613359451294,9.665243148803711,29.40999412536621,17.804433822631836,10.11154556274414,5.583643436431885,0.19693149626255035,3.0225133895874023,6.4574480056762695,88.21125793457031,72.78255462646484,2023.8687744140625,9.610881805419922,3.990222692489624
1225,0.6453019380569458,3.746011972427368,2019.68701171875,0.18343409895896912,744.1277465820312,3.6198618412017822,1.943941593170166,10.221436500549316,23.83484649658203,16.526042938232422,8.800480842590332,5.547257900238037,0.17161063849925995,2.9249329566955566,6.338305950164795,73.86085510253906,74.82466888427734,2023.6651611328125,4.558990478515625,1.570523738861084
1226,0.8038831949234009,3.7513630390167236,2020.12451171875,0.245723694562912,665.9300537109375,3.20893931388855,1.969179391860962,10.49079704284668,21.32972526550293,18.421403884887695,5.337780952453613,5.502241611480713,0.1352735310792923,3.1474924087524414,6.623569488525391,69.88208770751953,73.81609344482422,2023.4473876953125,7.428410053253174,2.670969247817993
1227,0.4589025378227234,3.726052761077881,2018.8712158203125,0.223566472530365,863.1286010742188,3.3080341815948486,1.9810515642166138,9.434399604797363,31.287601470947266,16.05332374572754,12.484703063964844,5.57454776763916,0.2105313092470169,3.437467098236084,6.857576370239258,58.29414367675781,73.10716247558594,2022.26708984375,5.619320392608643,2.15809965133667
1228,0.5393784642219543,3.727426290512085,2019.5777587890625,0.1320410668849945,813.2537841796875,4.1715474128723145,1.9043891429901123,10.035734176635742,26.15231704711914,14.679533004760742,11.846823692321777,5.513376712799072,0.20662365853786469,3.023212432861328,6.409600257873535,78.97433471679688,69.03218841552734,2023.443359375,8.86804485321045,3.40350079536438
1229,0.6853291988372803,3.72324800491333,2019.7459716796875,0.30362668633461,730.4170532226562,2.1080877780914307,1.9569461345672607,10.15099811553955,25.791759490966797,17.148635864257812,8.579460144042969,5.528224945068359,0.11857260763645172,3.307323694229126,6.748902320861816,55.4691162109375,72.20032501220703,2022.43798828125,4.905784606933594,1.6651387214660645
1230,0.6355560421943665,3.7205655574798584,2019.7642822265625,0.3386983275413513,757.1759033203125,2.5492868423461914,1.880353331565857,10.241430282592773,28.605520248413086,16.371368408203125,12.80526065826416,5.4144816398620605,0.18249140679836273,2.897088050842285,6.333722114562988,61.78789138793945,75.14543914794922,2022.80078125,5.988990783691406,2.171334743499756
1231,0.653997540473938,3.7822470664978027,2019.710205078125,0.4432487487792969,765.8269653320312,4.141953945159912,1.949508547782898,10.045424461364746,27.858623504638672,16.519920349121094,11.447246551513672,5.468111038208008,0.11886927485466003,3.090459108352661,6.544351100921631,87.46504211425781,67.66117858886719,2023.9742431640625,4.443916320800781,1.7266732454299927
1232,0.5028151869773865,3.739623546600342,2019.1575927734375,0.20736220479011536,823.3699340820312,4.8714423179626465,1.9059910774230957,9.707839965820312,33.25741195678711,19.615110397338867,14.342240333557129,5.366247653961182,0.16162289679050446,2.90708327293396,6.311542987823486,79.66603088378906,68.08308410644531,2023.4061279296875,10.410998344421387,4.068925857543945
1233,0.5529167056083679,3.6784274578094482,2019.56494140625,0.23537658154964447,821.231201171875,2.769719123840332,1.8817685842514038,9.756895065307617,34.29754638671875,16.84436798095703,16.510406494140625,5.2995123863220215,0.27235227823257446,2.967015266418457,6.3645501136779785,60.221961975097656,69.89537048339844,2022.436279296875,6.861329555511475,2.4793472290039062
1234,0.5501611232757568,3.7334842681884766,2018.97705078125,0.1955510824918747,672.0531005859375,3.2322027683258057,1.72279953956604,10.207158088684082,46.37301254272461,32.321937561035156,16.710939407348633,4.830708980560303,0.29540207982063293,2.9357728958129883,6.21890115737915,51.134979248046875,72.22682189941406,2021.9803466796875,7.916779041290283,2.6978330612182617
1235,0.5805548429489136,3.7415835857391357,2019.5198974609375,0.21607765555381775,801.7901000976562,3.9300897121429443,1.9017016887664795,9.872541427612305,32.25527572631836,18.188335418701172,14.136122703552246,5.344354629516602,0.20943883061408997,3.1650214195251465,6.552398204803467,71.15513610839844,69.13525390625,2023.0689697265625,8.903212547302246,3.3819401264190674
1236,0.7892611622810364,3.7161505222320557,2020.0947265625,0.21560737490653992,682.2537231445312,2.2890985012054443,1.9482370615005493,10.365340232849121,24.52300453186035,18.14720916748047,7.627254486083984,5.474954128265381,0.15611225366592407,3.116612195968628,6.564485549926758,57.578125,76.3411865234375,2022.556396484375,7.642997741699219,2.600432872772217
1237,0.6490485668182373,3.757242202758789,2019.6256103515625,0.3617420792579651,716.7636108398438,3.6768558025360107,1.940536379814148,10.404918670654297,22.877178192138672,16.506549835205078,6.517441749572754,5.581000804901123,0.12968376278877258,3.284200668334961,6.765559673309326,77.11038208007812,71.36012268066406,2023.4869384765625,7.14493989944458,2.4765994548797607
1238,0.6934478282928467,3.716444969177246,2019.9083251953125,0.35875409841537476,685.1178588867188,3.616121530532837,1.9022823572158813,10.565596580505371,22.833662033081055,17.833511352539062,6.264547824859619,5.570805072784424,0.05479665845632553,3.083275318145752,6.477677345275879,80.5335693359375,66.63689422607422,2023.7884521484375,5.471071243286133,1.9400662183761597
1239,0.7648760676383972,3.741483688354492,2020.30859375,0.20548605918884277,651.4178466796875,3.089656114578247,1.9134328365325928,10.910813331604004,15.633282661437988,13.876100540161133,2.7486653327941895,5.652081489562988,0.12672527134418488,2.8553898334503174,6.292669773101807,68.96355438232422,76.57676696777344,2023.5057373046875,10.296368598937988,3.4973537921905518
1240,0.30014094710350037,3.753244400024414,2019.8826904296875,0.19901224970817566,788.1638793945312,4.272785186767578,1.6965270042419434,11.753121376037598,3.126483201980591,1.9803767204284668,0.03753795474767685,6.071518898010254,0.08925516903400421,2.8309848308563232,6.26206111907959,98.98554229736328,74.4346694946289,2024.03125,11.862921714782715,4.569623947143555
1241,0.43364691734313965,3.7857773303985596,2019.348876953125,0.2800212502479553,815.0422973632812,3.8392927646636963,1.8642646074295044,10.405455589294434,19.452545166015625,11.586063385009766,8.527078628540039,5.698152542114258,0.18430128693580627,2.808830976486206,6.218498229980469,94.21875,74.96206665039062,2023.76611328125,4.892147064208984,1.7703899145126343
1242,0.5306698083877563,3.7513973712921143,2019.5068359375,0.26939907670021057,850.6263427734375,2.8806557655334473,1.8918062448501587,9.568958282470703,36.55303955078125,17.31837272644043,18.579607009887695,5.274592876434326,0.22563809156417847,2.901201009750366,6.332149028778076,55.21152877807617,67.48102569580078,2022.224365234375,9.819957733154297,3.312958240509033
1243,0.570694088935852,3.7786366939544678,2019.4825439453125,0.4067370593547821,765.1356201171875,5.088963031768799,1.9220378398895264,10.223679542541504,23.960065841674805,14.749890327453613,7.845101833343506,5.606537818908691,0.14064644277095795,2.9060351848602295,6.371706008911133,91.80438232421875,71.01628875732422,2024.2564697265625,9.398161888122559,3.7826545238494873
1244,0.5663555264472961,3.7428576946258545,2019.8172607421875,0.3196556568145752,801.524658203125,3.8176004886627197,1.870106816291809,10.28254222869873,25.097564697265625,13.43559455871582,11.508471488952637,5.524979114532471,0.12391907721757889,2.9826948642730713,6.3840837478637695,86.76324462890625,68.3560562133789,2023.744384765625,5.485864639282227,1.9867501258850098
1245,0.6065526008605957,3.810784101486206,2019.3599853515625,0.22360855340957642,755.3171997070312,3.376422882080078,1.9535020589828491,10.027190208435059,26.89751434326172,18.148725509643555,8.936269760131836,5.528688907623291,0.1643989235162735,3.6489508152008057,7.0878825187683105,67.8121337890625,76.50621795654297,2022.8255615234375,6.439516067504883,2.2370498180389404
1246,0.7544904351234436,3.793355703353882,2020.0355224609375,0.15059109032154083,694.6373291015625,2.256795644760132,1.9272998571395874,10.384658813476562,25.05358123779297,18.20922088623047,8.739067077636719,5.466079235076904,0.19892096519470215,2.979706048965454,6.355315208435059,64.54293823242188,77.92880249023438,2023.0419921875,3.180264472961426,0.8620187640190125
1247,0.6276768445968628,3.7266085147857666,2019.666015625,0.17084427177906036,738.1292724609375,2.872074842453003,1.9225307703018188,10.176467895507812,24.770662307739258,16.494258880615234,8.702262878417969,5.526803493499756,0.20979619026184082,2.791628837585449,6.234827518463135,53.43095779418945,75.81319427490234,2022.5301513671875,11.223432540893555,3.666611433029175
1248,0.5814303159713745,3.740919589996338,2019.3033447265625,0.11469142138957977,697.7689208984375,3.1546506881713867,1.75227689743042,10.271017074584961,42.21477508544922,28.72711944580078,15.76941967010498,4.966702461242676,0.16691094636917114,3.35306978225708,6.648504734039307,58.85767364501953,68.18645477294922,2022.1998291015625,6.447364330291748,2.3626198768615723
1249,0.46057942509651184,3.7670974731445312,2018.4268798828125,0.2960025668144226,745.937255859375,3.761702537536621,1.8418115377426147,9.713998794555664,41.090797424316406,29.0303897857666,13.527185440063477,5.153372764587402,0.24236100912094116,2.772279977798462,6.1067094802856445,48.948143005371094,72.0067367553711,2022.06640625,11.803256034851074,3.889634609222412
1250,0.4045255482196808,3.817389965057373,2018.7205810546875,0.4183720350265503,858.0363159179688,5.370121955871582,1.9733757972717285,9.621787071228027,25.344924926757812,14.94165325164795,9.749225616455078,5.67385196685791,0.16657382249832153,3.0541064739227295,6.519272327423096,94.90618133544922,73.0252914428711,2023.6448974609375,9.67192268371582,3.7094411849975586
1251,0.528138279914856,3.8584256172180176,2019.6739501953125,0.6038920283317566,870.3316650390625,4.342381477355957,1.9105676412582397,9.673256874084473,32.390769958496094,15.318787574768066,18.098201751708984,5.324389934539795,0.1842120736837387,2.8744781017303467,6.30072021484375,89.28870391845703,68.33429718017578,2023.4080810546875,10.048406600952148,4.039673805236816
1252,0.5724425315856934,3.7330615520477295,2019.07421875,0.3738279640674591,777.6038208007812,4.950347423553467,1.8966121673583984,9.732256889343262,38.421165466308594,23.188806533813477,14.68774127960205,5.201817512512207,0.1841927319765091,2.6913886070251465,6.1007771492004395,90.59127807617188,74.40351104736328,2024.113525390625,4.18725061416626,1.6059246063232422
1253,0.6027225852012634,3.7267403602600098,2020.0423583984375,0.1421017199754715,847.151123046875,2.507636308670044,1.8682132959365845,9.835770606994629,33.264122009277344,14.498446464538574,18.322404861450195,5.263294696807861,0.21800731122493744,3.2772154808044434,6.6456732749938965,64.31265258789062,66.11795043945312,2022.6397705078125,5.715902328491211,2.2994346618652344
1254,0.47413039207458496,3.7424685955047607,2018.99609375,0.1317266970872879,829.3330688476562,3.566243886947632,1.9500831365585327,9.672229766845703,29.50712776184082,17.466039657592773,11.541521072387695,5.549357891082764,0.17696541547775269,3.347503423690796,6.733584403991699,67.47122955322266,72.95829010009766,2022.6341552734375,3.4969050884246826,1.2877274751663208
1255,0.5811139941215515,3.7294797897338867,2019.821533203125,0.3404604494571686,842.9545288085938,2.858844757080078,1.852914571762085,9.839098930358887,36.155845642089844,17.63855743408203,18.64237403869629,5.192915916442871,0.118009053170681,3.0598511695861816,6.398258209228516,72.04232025146484,66.87313079833984,2022.8994140625,3.509782075881958,1.2984243631362915
1256,0.7822882533073425,3.7490744590759277,2019.94482421875,0.39809107780456543,663.3787841796875,2.1855502128601074,1.9717931747436523,10.342239379882812,22.969453811645508,19.285539627075195,5.687910556793213,5.535632133483887,0.10044896602630615,3.4706249237060547,6.9092254638671875,58.108802795410156,71.72566986083984,2022.3646240234375,6.851223468780518,2.3418989181518555
1257,0.6584527492523193,3.723125457763672,2019.982666015625,0.4185057580471039,805.74853515625,3.370319128036499,1.8658132553100586,9.854774475097656,35.9871711730957,17.772979736328125,17.71084213256836,5.192663669586182,0.08840785920619965,2.858609437942505,6.239369869232178,84.32833099365234,67.6179428100586,2023.6964111328125,0.974263608455658,0.26690027117729187
1258,0.6671729683876038,3.7385828495025635,2019.81005859375,0.3778071403503418,785.4000244140625,3.2811877727508545,1.897441029548645,9.835833549499512,34.90357971191406,19.114843368530273,16.057472229003906,5.223144054412842,0.14866261184215546,2.9115705490112305,6.322105407714844,69.62259674072266,70.82910919189453,2023.251220703125,3.883460521697998,1.4152476787567139
1259,0.5693221688270569,3.7088935375213623,2019.04150390625,0.11862502992153168,687.1547241210938,3.660385847091675,1.7573643922805786,10.204263687133789,45.92637634277344,31.51204490661621,15.389327049255371,4.929317474365234,0.11706831306219101,2.987964391708374,6.2911696434021,68.07304382324219,65.5856704711914,2022.8785400390625,4.719862937927246,1.5385469198226929
1260,0.5608230829238892,3.735457420349121,2019.740966796875,0.3889301121234894,825.067138671875,3.996925115585327,1.8463976383209229,9.970602989196777,32.38130187988281,15.971699714660645,16.89113426208496,5.276488304138184,0.17135009169578552,2.7452924251556396,6.148351192474365,85.19384765625,69.90438079833984,2023.613037109375,7.201255798339844,2.541989803314209
1261,0.565550684928894,3.73745059967041,2019.7987060546875,0.3020285665988922,840.834716796875,2.3632309436798096,1.8668482303619385,9.857339859008789,33.53140640258789,16.191789627075195,17.53143882751465,5.300502777099609,0.1256602555513382,3.0627830028533936,6.421299934387207,62.28630828857422,69.6668472290039,2022.5263671875,4.0388665199279785,1.6025046110153198
1262,0.6155768036842346,3.786789894104004,2019.3621826171875,0.2792641520500183,737.5721435546875,4.636220932006836,1.8798331022262573,10.10168743133545,33.313899993896484,22.259140014648438,11.806450843811035,5.288515090942383,0.1332467794418335,3.5278570652008057,6.946174144744873,82.1575927734375,72.34276580810547,2023.96337890625,4.845097541809082,1.850612998008728
1263,0.5741665959358215,3.7436840534210205,2019.0809326171875,0.4097749590873718,731.0924072265625,3.533773183822632,1.8242979049682617,9.926690101623535,40.878971099853516,27.17281723022461,14.530746459960938,5.095963954925537,0.16331423819065094,2.993313789367676,6.324899673461914,64.61968231201172,74.94406127929688,2022.76123046875,4.126349925994873,1.504876971244812
1264,0.4298594295978546,3.7029030323028564,2019.4375,0.13936232030391693,781.7861938476562,3.657388210296631,1.8027644157409668,10.685656547546387,20.415447235107422,12.057086944580078,7.675163745880127,5.671009063720703,0.10053015500307083,3.042412281036377,6.432362079620361,74.03131866455078,72.401611328125,2023.1483154296875,9.781486511230469,3.3563010692596436
1265,0.5879628658294678,3.7348594665527344,2019.5682373046875,0.36161336302757263,718.771240234375,3.3461508750915527,1.8222038745880127,10.496841430664062,28.63397979736328,19.100711822509766,10.022090911865234,5.3793721199035645,0.12605835497379303,2.9009597301483154,6.254180431365967,77.06648254394531,73.3764419555664,2023.4874267578125,4.065099716186523,1.4221898317337036
1266,0.6365928649902344,3.688164472579956,2020.082275390625,0.2047024518251419,774.1210327148438,2.473440647125244,1.8405613899230957,10.44705867767334,26.642879486083984,13.347692489624023,13.419401168823242,5.425299167633057,0.16240887343883514,2.704962730407715,6.117150783538818,67.37421417236328,72.9703369140625,2023.0635986328125,6.33411979675293,2.100299596786499
1267,0.6345444321632385,3.747685670852661,2019.8505859375,0.4525693953037262,823.6096801757812,4.558286190032959,1.8897008895874023,9.75862979888916,36.92306137084961,17.738311767578125,18.97999382019043,5.183141231536865,0.15876814723014832,2.7764759063720703,6.196369647979736,89.92454528808594,65.86412048339844,2024.011962890625,8.313481330871582,3.2952795028686523
1268,0.43606075644493103,3.7465429306030273,2018.9617919921875,0.13547322154045105,884.4376831054688,5.544196128845215,1.9712337255477905,9.420631408691406,29.83998680114746,15.765052795410156,13.573729515075684,5.539401054382324,0.18966351449489594,2.9350740909576416,6.357623100280762,96.07673645019531,68.01752471923828,2023.7763671875,10.340374946594238,4.288087844848633
1269,0.6435815691947937,3.770479917526245,2019.685546875,0.3588751256465912,790.0350952148438,4.258930683135986,1.922447919845581,9.840703010559082,32.727569580078125,18.147289276123047,14.507661819458008,5.342198371887207,0.1897944062948227,2.8790857791900635,6.307118892669678,78.84172821044922,68.63864135742188,2023.4788818359375,10.2350435256958,4.084943771362305
1270,0.5185304284095764,3.7320945262908936,2018.695068359375,0.27173247933387756,697.7294921875,5.197319984436035,1.7683467864990234,10.227251052856445,43.87848663330078,30.17448616027832,13.706491470336914,5.002242565155029,0.117498479783535,3.3351666927337646,6.627042293548584,77.16975402832031,69.49976348876953,2023.1578369140625,12.233735084533691,4.511319160461426
1271,0.6753920912742615,3.7458906173706055,2019.684326171875,0.19709210097789764,717.685546875,4.006967544555664,1.900810718536377,10.232501029968262,29.135927200317383,20.768882751464844,10.295400619506836,5.355165004730225,0.09464343637228012,3.2243642807006836,6.573878288269043,66.8348388671875,63.09110641479492,2023.1025390625,11.601912498474121,4.192542552947998
1272,0.5809950232505798,3.723527431488037,2019.1746826171875,0.25348716974258423,683.981201171875,3.602803945541382,1.751055121421814,10.311767578125,43.112831115722656,29.539094924926758,14.512091636657715,4.987248420715332,0.07169391959905624,2.848036766052246,6.153564929962158,66.48332214355469,66.99299621582031,2023.0057373046875,5.408713340759277,1.8775073289871216
1273,0.6676601767539978,3.7802505493164062,2019.482421875,0.4253751337528229,727.789306640625,4.263243198394775,1.977370023727417,10.13775634765625,25.206729888916016,18.100282669067383,7.426857948303223,5.5456223487854,0.12698659300804138,3.309089422225952,6.794529914855957,79.06936645507812,70.03359985351562,2023.6707763671875,8.050222396850586,2.990812301635742
1274,0.6663848161697388,3.737726926803589,2019.6104736328125,0.2703440189361572,747.0375366210938,4.382385730743408,1.9607118368148804,10.074010848999023,27.00870132446289,17.82947540283203,9.827292442321777,5.474392890930176,0.1378631889820099,3.1197361946105957,6.569619178771973,83.8203125,69.7900390625,2024.0472412109375,4.990035057067871,1.9161535501480103
1275,0.43748629093170166,3.706484079360962,2018.926513671875,0.11597107350826263,841.7841186523438,4.157580375671387,1.956336259841919,9.654632568359375,27.028736114501953,15.767495155334473,10.662805557250977,5.595493793487549,0.16017736494541168,3.2138442993164062,6.653900623321533,71.31043243408203,69.85289001464844,2023.0260009765625,8.49854564666748,3.042581081390381
1276,0.6091033220291138,3.7120213508605957,2019.201904296875,0.2575014531612396,685.2794189453125,3.9511871337890625,1.7885172367095947,10.25278377532959,41.295196533203125,28.875593185424805,13.706836700439453,5.033334255218506,0.11444173753261566,3.2386553287506104,6.564960956573486,64.53504943847656,67.89969635009766,2022.737060546875,9.576582908630371,3.27046799659729
1277,0.6764476299285889,3.7485733032226562,2019.7662353515625,0.21206948161125183,737.984130859375,4.241359233856201,1.9432594776153564,10.185009002685547,26.694265365600586,17.453630447387695,10.027379035949707,5.464417934417725,0.17193523049354553,2.826169729232788,6.234954357147217,84.52909088134766,73.98696899414062,2024.31884765625,4.041046142578125,1.4248162508010864
1278,0.5076996684074402,3.7311055660247803,2019.4998779296875,0.06687800586223602,770.1063232421875,3.3727800846099854,1.8444830179214478,10.414630889892578,23.271995544433594,14.559671401977539,8.915250778198242,5.556114673614502,0.15478789806365967,3.3953328132629395,6.783681392669678,81.16763305664062,74.51409912109375,2023.305419921875,6.243659973144531,1.9014532566070557
1279,0.4390176236629486,3.7853598594665527,2018.7103271484375,0.39800575375556946,832.9829711914062,4.092457294464111,1.9724689722061157,9.553105354309082,28.18962287902832,17.594606399536133,9.88226318359375,5.586589336395264,0.154885396361351,3.1585230827331543,6.588389873504639,65.30720520019531,73.9859848022461,2022.59130859375,9.768329620361328,3.5066866874694824
1280,0.5562335252761841,3.732969045639038,2019.00439453125,0.21266312897205353,739.8184814453125,3.8417444229125977,1.8498916625976562,10.016336441040039,37.06386184692383,25.328472137451172,12.762716293334961,5.22567081451416,0.13967391848564148,3.0322723388671875,6.379330158233643,55.66020965576172,68.88700866699219,2022.129638671875,13.248772621154785,4.499912738800049
1281,0.5163102149963379,3.7532224655151367,2019.7777099609375,0.14787034690380096,752.9646606445312,4.270783424377441,1.8502027988433838,10.747381210327148,17.747243881225586,12.284455299377441,6.156195640563965,5.6944074630737305,0.1795007586479187,2.946706533432007,6.343057155609131,84.26112365722656,74.9622573852539,2023.9473876953125,8.991313934326172,3.4997293949127197
1282,0.47988688945770264,3.869208574295044,2018.6199951171875,0.4930703341960907,830.9122314453125,5.264308452606201,2.0579822063446045,9.55362606048584,25.89956283569336,17.208345413208008,8.033418655395508,5.732580184936523,0.1430247724056244,3.648387908935547,7.184325218200684,89.69376373291016,77.1799087524414,2023.7789306640625,6.927304744720459,2.5538878440856934
1283,0.6310417056083679,3.730478525161743,2019.4749755859375,0.2402869611978531,740.5015258789062,4.418327331542969,1.9371137619018555,10.163619995117188,26.87681007385254,18.221630096435547,9.02904987335205,5.477116584777832,0.12761709094047546,3.3838207721710205,6.834959030151367,81.4366683959961,69.81904602050781,2023.8426513671875,6.170995712280273,2.27897572517395
1284,0.43422359228134155,3.748866081237793,2019.8555908203125,0.14325235784053802,770.8136596679688,4.152190208435059,1.793510913848877,11.063492774963379,14.053360939025879,7.915482044219971,4.999931812286377,5.799007415771484,0.1626230627298355,2.583829402923584,5.996506690979004,92.25865173339844,78.79237365722656,2024.193359375,9.19823169708252,3.436720371246338
1285,0.5071743130683899,3.7186055183410645,2019.3778076171875,0.14670781791210175,851.350830078125,4.721390247344971,1.9093698263168335,9.593416213989258,31.99560546875,16.633102416992188,16.289241790771484,5.369169235229492,0.19566141068935394,2.6902828216552734,6.105295181274414,80.60185241699219,67.22351837158203,2023.51806640625,10.653459548950195,3.996215343475342
1286,0.5479266047477722,3.7453744411468506,2019.01953125,0.25460779666900635,690.4815673828125,3.779104232788086,1.7532014846801758,10.21534252166748,44.63431930541992,29.8323917388916,15.213449478149414,4.944540023803711,0.3066842555999756,2.7746129035949707,6.088582515716553,72.19326782226562,76.58995819091797,2023.315673828125,4.632688522338867,1.5048710107803345
1287,0.553443431854248,3.8186264038085938,2019.49072265625,0.4446699619293213,840.5082397460938,3.3508598804473877,1.9035592079162598,9.633867263793945,35.99049758911133,18.42228126525879,17.828643798828125,5.288426876068115,0.17996826767921448,2.910118579864502,6.331937789916992,60.864707946777344,68.15702819824219,2022.3310546875,11.63694953918457,4.08558988571167
1288,0.5270568132400513,3.806239604949951,2019.1339111328125,0.2912401854991913,811.876220703125,6.049572467803955,1.9743953943252563,9.677858352661133,28.713045120239258,16.163488388061523,11.202118873596191,5.56053352355957,0.12074919044971466,3.2333147525787354,6.682511806488037,100.26111602783203,67.84210205078125,2024.520263671875,8.735360145568848,3.775496244430542
1289,0.47035372257232666,3.796879291534424,2018.6312255859375,0.4117540717124939,764.4837036132812,4.208312511444092,1.8539279699325562,9.664961814880371,41.62473678588867,27.337692260742188,13.911670684814453,5.201433181762695,0.24972271919250488,2.943094253540039,6.309749603271484,75.64518737792969,77.58164978027344,2023.029541015625,4.5374321937561035,1.620205044746399
1290,0.7118263244628906,3.6979377269744873,2019.730224609375,0.27447566390037537,705.931884765625,2.983625650405884,1.9065512418746948,10.139571189880371,31.077091217041016,20.942861557006836,11.255803108215332,5.304873943328857,0.20656046271324158,2.9102706909179688,6.3412299156188965,55.82562255859375,74.51396179199219,2022.612060546875,8.880927085876465,3.1167991161346436
1291,0.5548540949821472,3.823737621307373,2019.2498779296875,0.2894716262817383,806.1885986328125,4.968220233917236,1.9643305540084839,9.89356517791748,26.385046005249023,16.033037185668945,9.823582649230957,5.580679893493652,0.1843111217021942,3.277975559234619,6.720831394195557,84.26533508300781,69.9466552734375,2023.53271484375,11.587305068969727,4.586639404296875
1292,0.45079123973846436,3.7146222591400146,2019.12890625,0.03669828176498413,878.7537231445312,4.311158657073975,1.93451726436615,9.453333854675293,32.759033203125,16.47606086730957,14.881763458251953,5.43510627746582,0.20260179042816162,3.0837881565093994,6.496351718902588,80.59378814697266,64.85680389404297,2023.1466064453125,8.65732192993164,3.1441335678100586
1293,0.7103388905525208,3.696892738342285,2020.1712646484375,0.15979912877082825,691.9684448242188,3.5729966163635254,1.8878291845321655,10.838603019714355,17.99867820739746,13.33551025390625,5.53660249710083,5.611136436462402,0.15017856657505035,2.764594554901123,6.1767144203186035,73.02574157714844,74.4045181274414,2023.743408203125,10.31136417388916,3.7028653621673584
1294,0.5540586709976196,3.8043859004974365,2019.1923828125,0.267620712518692,769.2940063476562,4.765824794769287,1.9329735040664673,10.007219314575195,27.016279220581055,18.6097469329834,8.96309757232666,5.519806861877441,0.15629953145980835,3.368467330932617,6.780895233154297,78.3531265258789,72.15602111816406,2023.390380859375,10.293590545654297,3.947349786758423
1295,0.5976007580757141,3.7534172534942627,2020.1630859375,0.31652766466140747,887.099609375,3.4340720176696777,1.8686162233352661,9.686173439025879,35.6940803527832,13.84846305847168,21.65956687927246,5.198930263519287,0.1449575424194336,2.9347660541534424,6.307489395141602,80.48602294921875,61.91276168823242,2023.223388671875,7.487785816192627,2.8613431453704834
1296,0.5324756503105164,3.719825506210327,2019.50634765625,0.2170044332742691,852.0116577148438,3.3513481616973877,1.900004506111145,9.575410842895508,34.761695861816406,16.80617332458496,16.923473358154297,5.305126667022705,0.2522610127925873,2.961203098297119,6.356630802154541,71.79481506347656,68.08979034423828,2022.9019775390625,5.167487621307373,1.895029067993164
1297,0.5472497940063477,3.6963062286376953,2019.093994140625,0.1895625740289688,719.4553833007812,3.885180711746216,1.7972359657287598,10.149072647094727,40.1970100402832,27.219940185546875,13.983911514282227,5.110566139221191,0.08021244406700134,2.9229211807250977,6.260854721069336,64.97454071044922,67.57290649414062,2022.9288330078125,7.24331521987915,2.4642574787139893
1298,0.42731767892837524,3.791872501373291,2018.83447265625,0.29700249433517456,862.8865966796875,4.875842094421387,1.948116421699524,9.584896087646484,29.541065216064453,15.652684211730957,13.26163387298584,5.531175136566162,0.20438385009765625,2.6375389099121094,6.084899425506592,98.54240417480469,73.75672149658203,2023.912353515625,5.044453144073486,1.7903889417648315
1299,0.5801481604576111,3.7015836238861084,2019.2801513671875,0.13895687460899353,729.0750732421875,4.195082187652588,1.8031423091888428,10.17170524597168,39.921390533447266,26.011274337768555,15.06431770324707,5.086493492126465,0.14578543603420258,3.0780792236328125,6.402637481689453,69.9258041381836,65.07256317138672,2023.0921630859375,9.559120178222656,3.3934597969055176
1300,0.9095557332038879,3.7406888008117676,2020.35400390625,0.14520756900310516,628.3745727539062,3.6166303157806396,2.0073461532592773,10.42296314239502,24.43749237060547,21.01056480407715,6.442612648010254,5.409421443939209,0.19247941672801971,3.16043758392334,6.6451921463012695,71.0454330444336,75.7608642578125,2024.0142822265625,5.809378623962402,2.1978800296783447
1301,0.37080323696136475,3.7547500133514404,2018.3919677734375,0.2616328299045563,898.6823120117188,4.4712419509887695,2.0158615112304688,9.149195671081543,29.970476150512695,16.66303253173828,11.323288917541504,5.625331401824951,0.2095411866903305,3.0451714992523193,6.5084381103515625,68.9610824584961,73.1771011352539,2022.66748046875,5.503920555114746,1.9723918437957764
1302,0.53346848487854,3.745666265487671,2019.03857421875,0.14051172137260437,737.3628540039062,4.371517658233643,1.7935459613800049,10.115157127380371,42.75798416137695,26.768768310546875,15.584747314453125,5.0641069412231445,0.14450183510780334,3.409707546234131,6.759773254394531,83.18788146972656,65.02618408203125,2023.7987060546875,4.078835964202881,1.3494099378585815
1303,0.6404523849487305,3.7221009731292725,2019.95849609375,0.1695590764284134,715.3381958007812,4.152321815490723,1.8759289979934692,10.707767486572266,20.39434051513672,14.494162559509277,6.770144939422607,5.594163417816162,0.1574665904045105,2.9117441177368164,6.316379547119141,79.3095703125,73.1488037109375,2023.954833984375,9.27780818939209,3.5205812454223633
